id,timestamp,metric_a,metric_b,category,label_rare_event,rolling_mean_metric_a,ratio_a_b,anomaly_flag
1,2026-01-01T00:00:00,97.8386,48.6168,humanitarian,False,97.8386,2.012444,False
2,2026-01-01T00:00:15,104.4621,52.8597,aviation,False,101.1504,1.976214,False
3,2026-01-01T00:00:30,96.7874,48.9052,humanitarian,False,99.696,1.979082,False
4,2026-01-01T00:00:45,96.5231,49.9376,supply_chain,False,98.9028,1.932874,False
5,2026-01-01T00:01:00,103.6951,60.4886,aviation,False,99.8613,1.714292,False
6,2026-01-01T00:01:15,100.4894,45.2886,scientific,False,100.3914,2.218867,False
7,2026-01-01T00:01:30,121.0735,66.6456,aviation,False,103.7137,1.816677,False
8,2026-01-01T00:01:45,89.6924,55.1671,scientific,False,102.2947,1.625831,False
9,2026-01-01T00:02:00,108.5238,37.8838,supply_chain,False,104.6948,2.864649,False
10,2026-01-01T00:02:15,110.995,53.1664,scientific,False,106.1548,2.087691,False
11,2026-01-01T00:02:30,79.2882,44.1644,humanitarian,False,101.9146,1.795297,False
12,2026-01-01T00:02:45,106.2901,27.0171,aviation,False,98.9579,3.934179,True
13,2026-01-01T00:03:00,87.9724,56.0142,humanitarian,False,98.6139,1.570537,False
14,2026-01-01T00:03:15,92.9505,53.9946,aviation,False,95.4992,1.721478,False
15,2026-01-01T00:03:30,92.8867,46.8963,humanitarian,False,91.8776,1.980683,False
16,2026-01-01T00:03:45,88.4339,51.4908,humanitarian,False,93.7067,1.71747,False
17,2026-01-01T00:04:00,88.4751,35.89,humanitarian,False,90.1437,2.465174,False
18,2026-01-01T00:04:15,111.8263,36.9809,aviation,False,94.9145,3.023893,True
19,2026-01-01T00:04:30,108.7117,68.5713,scientific,False,98.0667,1.585382,False
20,2026-01-01T00:04:45,104.1047,59.1506,supply_chain,False,100.3103,1.759994,False
21,2026-01-01T00:05:00,105.1286,53.4305,scientific,False,103.6493,1.967577,False
22,2026-01-01T00:05:15,99.7023,41.5398,scientific,False,105.8947,2.400163,False
23,2026-01-01T00:05:30,109.9599,77.2145,aviation,False,105.5214,1.424084,False
24,2026-01-01T00:05:45,101.0826,34.1147,humanitarian,False,103.9956,2.963022,False
25,2026-01-01T00:06:00,104.1054,41.9124,supply_chain,False,103.9958,2.483881,False
26,2026-01-01T00:06:15,86.1138,44.9063,aviation,False,100.1928,1.917633,False
27,2026-01-01T00:06:30,96.8615,46.4264,scientific,False,99.6246,2.086345,False
28,2026-01-01T00:06:45,101.5948,42.7546,humanitarian,False,97.9516,2.376231,False
29,2026-01-01T00:07:00,64.3619,55.6877,scientific,False,90.6075,1.155765,False
30,2026-01-01T00:07:15,125.0191,47.6183,aviation,False,94.7902,2.625442,True
31,2026-01-01T00:07:30,108.6755,45.1049,humanitarian,False,99.3026,2.409395,False
32,2026-01-01T00:07:45,114.5808,61.115,aviation,False,102.8464,1.874839,False
33,2026-01-01T00:08:00,85.8786,44.604,scientific,False,99.7032,1.925356,False
34,2026-01-01T00:08:15,120.4853,39.5739,aviation,False,110.9279,3.044565,True
35,2026-01-01T00:08:30,101.1131,60.3388,supply_chain,False,106.1467,1.675756,False
36,2026-01-01T00:08:45,116.7016,29.7737,humanitarian,False,107.7519,3.91962,True
37,2026-01-01T00:09:00,111.7864,56.5599,scientific,False,107.193,1.976425,False
38,2026-01-01T00:09:15,79.8197,48.1095,humanitarian,False,105.9812,1.659126,False
39,2026-01-01T00:09:30,96.508,42.1449,scientific,False,101.1858,2.289909,False
40,2026-01-01T00:09:45,83.2413,53.6628,humanitarian,False,97.6114,1.551192,False
41,2026-01-01T00:10:00,102.846,50.6458,humanitarian,False,94.8403,2.030692,False
42,2026-01-01T00:10:15,123.5069,50.5668,aviation,False,97.1844,2.44245,False
43,2026-01-01T00:10:30,124.629,41.1237,humanitarian,False,106.1462,3.030588,True
44,2026-01-01T00:10:45,96.9226,59.0746,supply_chain,False,106.2292,1.640681,False
45,2026-01-01T00:11:00,100.7468,59.0458,aviation,False,109.7303,1.706248,False
46,2026-01-01T00:11:15,113.0663,54.8605,supply_chain,False,111.7743,2.060978,False
47,2026-01-01T00:11:30,103.2831,47.9844,aviation,False,107.7296,2.152431,False
48,2026-01-01T00:11:45,122.4775,54.7998,aviation,False,107.2993,2.234999,False
49,2026-01-01T00:12:00,100.0823,55.1965,supply_chain,False,107.9312,1.8132,False
50,2026-01-01T00:12:15,106.7848,58.1488,aviation,False,109.1388,1.836406,False
51,2026-01-01T00:12:30,72.0655,55.5623,aviation,False,100.9386,1.297022,False
52,2026-01-01T00:12:45,123.8714,41.8494,humanitarian,True,105.0563,2.959933,False
53,2026-01-01T00:13:00,108.6818,57.9787,supply_chain,False,102.2972,1.874513,False
54,2026-01-01T00:13:15,156.8803,47.2394,supply_chain,True,113.6568,3.320963,True
55,2026-01-01T00:13:30,94.9109,62.0539,supply_chain,False,111.282,1.529491,False
56,2026-01-01T00:13:45,107.0873,55.5467,aviation,False,118.2863,1.927879,False
57,2026-01-01T00:14:00,99.9345,47.2553,humanitarian,False,113.499,2.114779,False
58,2026-01-01T00:14:15,116.7325,53.3324,aviation,False,115.1091,2.188773,False
59,2026-01-01T00:14:30,81.3969,43.2541,aviation,False,100.0124,1.881831,False
60,2026-01-01T00:14:45,118.1825,46.2726,aviation,False,104.6667,2.554049,False
61,2026-01-01T00:15:00,88.5594,44.3146,scientific,False,100.9612,1.998425,False
62,2026-01-01T00:15:15,109.2985,47.8431,humanitarian,False,102.834,2.28452,False
63,2026-01-01T00:15:30,99.2218,54.2169,supply_chain,False,99.3318,1.83009,False
64,2026-01-01T00:15:45,89.8841,62.2187,supply_chain,False,101.0293,1.444648,False
65,2026-01-01T00:16:00,86.0271,42.899,humanitarian,False,94.5982,2.00534,False
66,2026-01-01T00:16:15,92.0092,49.8424,aviation,False,95.2881,1.846003,False
67,2026-01-01T00:16:30,110.4573,44.7143,scientific,False,95.5199,2.47029,False
68,2026-01-01T00:16:45,66.1666,34.7491,aviation,False,88.9089,1.904124,False
69,2026-01-01T00:17:00,90.5857,41.1504,aviation,False,89.0492,2.201332,False
70,2026-01-01T00:17:15,107.4698,48.3916,aviation,False,93.3377,2.220836,False
71,2026-01-01T00:17:30,99.5847,45.355,humanitarian,False,94.8528,2.195672,False
72,2026-01-01T00:17:45,97.9545,44.7133,scientific,False,92.3523,2.190724,False
73,2026-01-01T00:18:00,88.5991,49.7933,aviation,False,96.8388,1.779338,False
74,2026-01-01T00:18:15,113.1709,54.6015,aviation,False,101.3558,2.07267,False
75,2026-01-01T00:18:30,96.0188,53.6658,humanitarian,False,99.0656,1.789199,False
76,2026-01-01T00:18:45,98.9537,39.8819,aviation,False,98.9394,2.481168,False
77,2026-01-01T00:19:00,127.568,62.4578,humanitarian,False,104.8621,2.042467,False
78,2026-01-01T00:19:15,72.7041,45.7119,humanitarian,False,101.6831,1.590485,False
79,2026-01-01T00:19:30,96.0349,50.9986,aviation,False,98.2559,1.883089,False
80,2026-01-01T00:19:45,108.2929,46.7407,aviation,False,100.7107,2.316887,False
81,2026-01-01T00:20:00,88.3478,58.1505,humanitarian,False,98.5895,1.519296,False
82,2026-01-01T00:20:15,109.848,47.3555,humanitarian,False,95.0455,2.319646,False
83,2026-01-01T00:20:30,102.4702,48.7847,scientific,False,100.9988,2.100458,False
84,2026-01-01T00:20:45,103.1225,41.9293,humanitarian,False,102.4163,2.459438,False
